"Probes","Chr","Pos"
"cg05129477","chr1",21044945
"cg18922062","chr5",180485130
"cg14023737","chr9",132386878
"cg12716837","chr4",7518360
"cg27269130","chr19",54985351
"cg03738669","chr20",3218476
"cg05812599","chr11",72146256
"cg23771366","chr11",86510998
"cg19158754","chr11",69794856
"cg12462883","chr3",112013231
"cg21377521","chr12",29744537
"cg24779381","chr15",74466794
"cg19218607","chr12",49928924
"cg12955789","chr5",179588551
"cg02874016","chr12",2017649
"cg08360599","chr3",141087261
"cg02978784","chr6",28460106
"cg16750777","chr16",50583441
"cg05275595","chr19",43857874
"cg20902757","chr8",67454892
"cg13296371","chr4",4250746
"cg25744277","chr15",28148431
"cg17621438","chr5",63461216
"cg13945148","chr10",131989387
"cg22481770","chr3",156324118
"cg11941060","chr3",133502564
"cg16731266","chr6",28601269
"cg17881600","chr6",17012979
"cg08350509","chr19",3028220
"cg07469063","chr15",69755704
"cg00900933","chr17",37322028
"cg26034481","chr14",97092205
"cg27052709","chr17",76495017
"cg25946374","chr1",24469791
"cg11886639","chr8",49704653
"cg01443946","chr12",5936980
"cg06377543","chr18",23713657
"cg06453241","chr2",217753811
"cg20654619","chr10",134956827
"cg17125472","chr11",69259831
"cg00520135","chr15",63333846
"cg15410675","chr4",154144800
"cg03708694","chr11",44489577
"cg12629515","chr6",27859811
"cg13459606","chr7",50861834
"cg23044903","chr15",75118427
"cg05180887","chr2",1817263
"cg15469871","chr10",27541418
"cg09469223","chr19",56041342
"cg18950952","chr2",110872655
"cg03655395","chr1",56943111
"cg23123165","chr7",54901015
"cg10806711","chr1",113265679
"cg02019125","chr3",156323952
"cg00335715","chr5",90575459
"cg08319294","chr19",43202122
"cg10564498","chr19",41724653
"cg07472953","chr17",38170906
"cg10551185","chr5",177513369
"cg16101008","chr1",10698719
"cg27558485","chr3",195943149
"cg22068464","chr2",121819868
"cg01518016","chr19",39695237
"cg27543040","chr1",247802703
"cg05318142","chr2",85999498
"cg23846712","chr19",3607608
"cg00157359","chr11",66233183
"cg19513207","chr3",142666476
"cg18517222","chr11",113660756
"cg09250458","chr16",1139916
"cg22760338","chr5",35092023
"cg10060499","chrX",39378734
"cg24790788","chr3",145879626
"cg24599996","chr1",109791537
"cg16058797","chr8",102236617
"cg21125503","chr12",125414015
"cg14485744","chr8",119086710
"cg20925811","chr20",44638517
"cg12146150","chr17",8958090
"cg17057719","chr3",72704701
"cg00605362","chr16",4793770
"cg25498045","chr19",36024375
"cg12984635","chr19",44032076
"cg17588350","chr11",60414689
"cg16620608","chr7",100841473
"cg14227911","chr13",113292824
"cg22957121","chr12",86659008
"cg21829490","chr18",74499584
"cg00507679","chr6",43251876
"cg09175009","chr16",10912699
"cg23312397","chr14",96670738
"cg16550453","chr10",115939018
"cg04289314","chr2",131046480
"cg10585661","chr3",184056618
"cg04944300","chr1",17022524
"cg15256387","chr7",14031941
"cg15939523","chr4",189333296
"cg24750308","chr11",89225014
"cg04788926","chr18",76617198
"cg11952839","chr8",41504887
"cg04629204","chr1",26348325
"cg25228169","chr15",72489416
"cg15860114","chr10",88133956
"cg24778776","chr11",69017394
"cg07148341","chr6",43714275
"cg07774964","chr15",65133105
"cg11468148","chr10",670815
"cg05554161","chr9",127540080
"cg12638745","chr21",40816464
"cg15192103","chr4",4763372
"cg05264816","chr18",44237023
"cg13388692","chr1",86081680
"cg02046423","chr17",2951689
"cg03522256","chr12",114049895
"cg02787980","chr8",28174814
"cg18043888","chr11",66839187
"cg13557773","chr13",114814114
"cg06621452","chr2",110872620
"cg11150807","chr10",43354902
"cg20960833","chr7",155284759
"cg22566355","chr12",49943340
"cg03560996","chr6",31733908
"cg00242839","chr10",6130578
"cg12582654","chr7",128550812
"cg25129541","chr12",53273196
"cg05123976","chr17",45949677
"cg20992663","chr1",115055124
"cg17207000","chr17",72321767
"cg01908551","chr17",81036175
"cg23178550","chr7",27127576
"cg04829830","chr14",105339549
"cg22610676","chr1",156393461
"cg27241889","chr8",833012
"cg22973459","chr10",102637197
"cg26090062","chr6",27236425
"cg07674022","chr4",122854330
"cg04247717","chr2",131797702
"cg11235602","chr3",39543776
"cg16899498","chr8",144513907
"cg04166411","chr8",25812331
"cg26794871","chr20",44934712
"cg26382173","chr14",105994265
"cg12350592","chr17",42031239
"cg06414816","chr5",110062837
"cg14254748","chr1",62660421
"cg04757499","chr10",86016597
"cg22807681","chr5",174622933
"cg08002151","chr17",47968096
"cg12854815","chr6",160024144
"cg20544552","chr11",85393693
"cg00500770","chr20",47012991
"cg02870820","chr19",56003211
"cg27570575","chr16",86917536
"cg26132737","chr2",198029141
"cg19179099","chr10",106390667
"cg26181818","chr2",233323935
"cg16243197","chr1",182807962
"cg25975485","chr12",54446537
"cg19208681","chr17",56769628
"cg23810282","chr5",43037519
"cg07981328","chr1",21724633
"cg11028624","chr11",13983793
"cg22486928","chr12",96251729
"cg20639805","chr10",112404997
"cg01134643","chr10",5406948
"cg12116535","chrX",138775076
"cg02372856","chr8",49340974
"cg24439334","chr1",2345374
"cg12279688","chr4",189333449
"cg10672681","chr3",111697537
"cg14546466","chr2",11796974
"cg21356710","chr2",24234017
"cg25849642","chr13",112627458
"cg24439713","chr1",86081713
"cg13447295","chr6",887704
"cg05831517","chr16",86337750
"cg00310410","chr2",105852798
"cg13161901","chr18",59221985
"cg09142166","chr22",44276013
"cg20473155","chr2",10688228
"cg02792821","chr20",44451783
"cg23513363","chr10",43817997
"cg05497750","chr16",23765381
"cg06225242","chr11",125009657
"cg17564844","chr22",23413784
"cg10685359","chr4",87814065
"cg26250093","chr2",24397649
"cg13422804","chr9",139582673
"cg19343034","chr19",49223253
"cg01251360","chr16",68772225
"cg06719448","chr7",128355262
"cg07181395","chr2",218655229
"cg01328833","chr19",4277322
"cg08013206","chr7",64345204
"cg13329862","chr6",30850876
"cg03931865","chr16",47048107
"cg12210255","chr7",72838671
"cg17359265","chr5",178567126
"cg12299599","chr7",25934722
"cg23989012","chr1",147791203
"cg09136878","chr1",236135584
"cg22395765","chr7",157362094
"cg00531453","chr7",123673926
"cg03305746","chr2",106927199
"cg14637470","chr9",131798317
"cg00909806","chr1",212688762
"cg04580443","chr11",115547056
"cg02465887","chr4",155336816
"cg22867608","chr10",64573356
"cg17341345","chr5",86709409
"cg22533683","chr17",29887049
"cg09648727","chr17",79361742
"cg19793809","chr5",132166663
"cg01435791","chr19",4585323
"cg18060171","chr19",13319777
"cg11251135","chr17",1863911
"cg23708717","chr18",47793175
"cg18324432","chr17",56306697
"cg14130039","chr6",32121225
"cg14584255","chr6",163149320
"cg01365639","chr10",50975940
"cg24378227","chr6",1396771
"cg06768010","chr2",74729502
"cg25925441","chr2",154336045
"cg13853761","chr11",64863232
"cg14259096","chr4",3746221
"cg16412370","chr21",45079144
"cg24302529","chr10",45923083
"cg22361859","chr17",37123638
"cg17839399","chr12",22777409
"cg12938128","chr11",64483691
"cg24654266","chr2",115420053
"cg03254146","chr1",30240119
"cg07241660","chr11",69259336
"cg14214165","chr2",218777482
"cg25877436","chr13",27998191
"cg13700073","chr17",79495324
"cg21221545","chr2",9286050
"cg21647560","chr1",214280621
"cg26459819","chr11",111169457
"cg08577298","chr5",179816878
"cg05826295","chr6",113886340
"cg22804000","chr7",24797691
"cg15050310","chr11",86617582
"cg19399165","chr2",27301252
"cg25593625","chr1",24397689
"cg04412755","chr3",46939978
"cg17672101","chr19",3825630
"cg03312205","chr12",6832737
"cg27629589","chr2",43295011
"cg13679679","chr3",28282245
"cg04537050","chr16",3149195
"cg10941424","chr12",5294958
"cg26580609","chr2",18766140
"cg27110277","chr8",16860121
"cg19093295","chr11",45715517
"cg08971217","chr16",87086785
"cg15482422","chr16",66956240
"cg11615607","chr3",120004483
"cg25913761","chr15",90727560
"cg00397764","chr10",115939717
"cg10287786","chr11",117666000
"cg27511599","chr7",32358540
"cg02050426","chr18",59221458
"cg02013987","chr19",44529223
"cg12586386","chr11",77299805
"cg22235293","chr6",31691539
"cg18686665","chr2",629121
"cg02962597","chr12",117799749
"cg00237876","chr17",41924043
"cg03364381","chr21",43099460
"cg05477174","chr15",65648771
"cg27666046","chr17",80279077
"cg18847009","chr2",70175826
"cg08757448","chr10",104613767
"cg23594693","chr6",41703970
"cg04264925","chr5",134875554
"cg12265130","chr11",59437344
"cg25447806","chr3",156838096
"cg11077026","chr1",159915970
"cg14691388","chr8",140711270
"cg09200774","chr15",41877387
"cg16346321","chr1",10709185
"cg04436389","chr19",46417734
"cg22442730","chr20",62179233
"cg13717553","chr19",51067014
"cg06533798","chr11",59323070
"cg06434451","chr1",32802291
"cg09895590","chr10",118889589
"cg07576591","chr5",177413557
"cg08530537","chr16",68014374
"cg24550343","chr5",180647647
"cg21846790","chr16",4666047
"cg16922763","chr13",111719172
"cg20495333","chr2",121107947
"cg19956113","chr3",184104688
"cg04671739","chr7",150884979
"cg11503875","chr22",46285985
"cg06722121","chr17",72934409
"cg10257302","chr14",55907427
"cg23132774","chr13",114814171
"cg14560430","chr3",32863175
"cg14095959","chr4",77723415
"cg14884373","chr20",3644023
"cg15865892","chr2",107201149
"cg19683073","chr5",79553267
"cg01832802","chr14",103656221
"cg08045932","chr20",61659980
"cg22998028","chr17",42247910
"cg16596957","chr16",87575150
"cg19092396","chr1",1143751
"cg06161375","chr1",26394593
"cg08756640","chr10",88392351
"cg21864304","chr3",11746722
"cg00871787","chr17",79920595
"cg24128434","chr17",7623131
"cg26256793","chr1",103574469
"cg24345184","chr22",19751899
"cg09134760","chr5",60921084
"cg05191217","chr5",154070325
"cg07447742","chr13",49793170
"cg10905012","chr11",64374819
"cg04826345","chr13",22615334
"cg09265392","chr16",49910216
"cg10645091","chr13",76445055
"cg05585991","chr5",157099197
"cg20704560","chr1",10698313
"cg15571353","chr1",24528833
"cg07088882","chr11",8038043
"cg15671996","chr6",30140325
"cg23711873","chr10",77035993
"cg16817668","chr1",32055006
"cg15600238","chr7",27260585
"cg11395890","chr1",15712019
"cg03630015","chr2",219747459
"cg01978213","chr4",41866309
"cg02481697","chr17",8928012
"cg06029792","chr15",70326224
"cg03981535","chr1",201951234
"cg07348481","chr11",61355119
"cg10210594","chr1",208132787
"cg27361011","chr2",121280106
"cg23289456","chr20",749620
"cg15062725","chr19",3831364
"cg06797617","chr2",88649907
"cg08069902","chr14",88675853
"cg23063807","chr2",506174
"cg10414829","chr10",88719259
"cg16225804","chr15",29210759
"cg09857070","chr1",2822901
"cg19252333","chr1",29583372
"cg18637459","chr12",108991991
"cg08541962","chr10",35894321
"cg00068428","chr8",49494724
"cg00593462","chr13",110768493
"cg02698886","chr6",24360603
"cg00056257","chr3",6901652
"cg14319451","chr11",63685777
"cg22318514","chr6",31650850
"cg21074766","chr15",99069077
"cg22858288","chr11",2930322
"cg02059315","chr16",3989432
"cg15383087","chr19",36910144
"cg23598212","chr11",1769289
"cg18735956","chr6",34113908
"cg17620300","chr6",6058563
"cg13390800","chr11",6677919
"cg04010205","chr9",4118274
"cg25004981","chr15",101085028
"cg13947929","chr17",43863356
"cg23258611","chr17",70536160
"cg21697944","chr19",49658797
"cg02838492","chr9",116861288
"cg03748603","chr19",2494443
"cg03432955","chr6",29795501
"cg01076129","chr6",49681334
"cg13460850","chr3",184302398
"cg20160695","chr6",90596588
"cg02395590","chr5",141201505
"cg21695020","chr16",68014626
"cg01123965","chrX",39866890
"cg23878875","chr17",48422933
"cg24324441","chr3",158519002
"cg09988676","chr2",233390969
"cg11437810","chr15",69744829
"cg04546557","chr7",27262483
"cg18825119","chr6",163149453
"cg01806972","chr11",66314378
"cg14437996","chr9",91794687
"cg08052629","chr19",38746615
"cg07915343","chr11",18477680
"cg18435000","chr12",249109
"cg14036033","chr1",35206233
"cg11490745","chr2",223151884
"cg22380178","chr15",29980695
"cg12584458","chr6",28447107
"cg19274341","chr1",8143891
"cg20254361","chr1",24438778
"cg02481789","chr17",40805506
"cg16436164","chr12",19936663
"cg17207736","chr8",142237307
"cg24148085","chr3",72704603
"cg14550163","chr12",111758506
"cg00174500","chr14",23846479
"cg04768368","chr10",123779362
"cg15836046","chr1",2767242
"cg04252762","chr1",165329268
"cg24166966","chr3",33319712
"cg26717563","chr19",3006111
"cg17828057","chr8",42037527
"cg01812577","chr11",62689122
"cg23349301","chr17",46697115
"cg09867953","chr16",23706666
"cg06376715","chr1",3634918
"cg15174248","chr5",149669674
"cg01781963","chr5",61028748
"cg05754122","chr22",37499741
"cg22748407","chr17",20947311
"cg01390950","chr6",34117273
"cg07643267","chr19",43969769
"cg12673429","chr18",11150043
"cg12564962","chr21",38377938
"cg25343227","chr22",42353589
"cg23369909","chr11",134582508
"cg06156640","chr2",3704363
"cg12067764","chr1",153762244
"cg03464655","chr2",165811982
"cg11334406","chr17",4546450
"cg09933458","chr13",112063695
"cg11248999","chr1",23067453
"cg03176729","chr10",124222607
"cg02309230","chr6",4612064
"cg03480346","chr2",24232603
"cg11549848","chr13",24464707
"cg01147352","chr16",86767299
"cg17425810","chr1",48449748
"cg26175729","chr7",150726136
"cg08030082","chr2",25391839
"cg11684572","chr15",28147928
"cg11923441","chr8",144252120
"cg09571848","chr5",64330935
"cg00123104","chr1",9884732
"cg06312846","chr6",1410167
"cg22177286","chr2",231728967
"cg18669381","chr1",16539088
"cg02876276","chr17",77834299
"cg03719040","chr4",4250665
"cg25220063","chr1",247802774
"cg14221644","chr9",139146602
"cg07589899","chr2",62020677
"cg06067425","chr4",141418804
"cg07745707","chr16",88496476
"cg02055607","chr5",141152021
"cg16317457","chr11",123173103
"cg23575603","chr13",50707753
"cg22325294","chr6",30043829
"cg07444554","chr5",139252771
"cg04524088","chr7",127847835
"cg24158324","chr3",55525967
"cg27424326","chr2",129251303
"cg16348254","chr10",43837992
"cg18438319","chr7",155333384
"cg26557756","chr7",42278096
"cg19408398","chr4",54243328
"cg17969123","chr19",18745971
"cg22194188","chr17",62341149
"cg04142296","chr8",38757532
"cg02798848","chr7",155289972
"cg12155036","chr3",194015171
"cg11924019","chr15",75019283
"cg14026325","chr8",144787867
"cg21004358","chr4",187422119
"cg26038649","chr1",27683501
"cg16289210","chr1",203320396
"cg25213362","chr12",51236634
"cg00383763","chr1",202682124
"cg25882597","chr20",39969542
"cg09759994","chr2",113238376
"cg10184431","chr6",27783226
"cg09807524","chr11",17569556
"cg07139196","chr12",30976950
"cg04648334","chr6",27236866
"cg20733761","chr21",47295215
"cg24091438","chr7",150019955
"cg25875537","chr8",21909033
"cg11968804","chr1",212688447
"cg09900722","chr10",43838112
"cg24546723","chr17",48048615
"cg26345105","chr1",228634265
"cg09012594","chr10",21464258
"cg20806180","chr22",39852862
"cg01916632","chr6",107781506
"cg05609335","chr17",75789393
"cg02147681","chr17",17603837
"cg03866211","chr10",45939109
"cg16763089","chr20",5485284
"cg01987516","chr10",101282726
"cg16260421","chr1",50489319
"cg19478079","chr17",79453653
"cg00628788","chr18",33529997
"cg00599163","chr2",162100495
"cg09811860","chr1",211803715
"cg00945260","chr16",1104925
"cg01084740","chr14",61748243
"cg00255882","chr2",128569347
"cg05566455","chr11",128774523
"cg27419075","chr11",72295168
"cg18180846","chr10",102990855
"cg26334166","chr20",61950840
"cg10081469","chr14",61748336
"cg14621323","chr5",176827161
"cg12072164","chr19",44306565
"cg06888406","chr10",2978514
"cg06819763","chr2",85294457
"cg06629734","chr6",39017116
"cg06153927","chr6",170578855
"cg00115747","chr17",74940026
"cg16270485","chr1",21901260
"cg21243717","chr5",178854586
"cg05601974","chr7",150941389
"cg01784928","chr14",77647704
"cg26474549","chr2",239432273
"cg25181043","chr20",47013841
"cg11414913","chr1",2799662
"cg03960424","chr20",57042304
"cg15822328","chr1",1072197
"cg07421287","chr1",111218287
"cg09230763","chr1",27683351
"cg21456083","chr19",49524256
"cg04353586","chr1",7039323
"cg26230651","chr2",114048973
"cg09382492","chr17",74463681
"cg09669835","chr7",91510500
"cg14315430","chr12",57915618
"cg03652339","chr10",112258641
"cg04938738","chr11",1689429
"cg22234712","chr8",96085385
"cg02757179","chr2",25384809
"cg16868095","chr3",197090774
"cg01948047","chr22",19724501
"cg02989257","chr1",32169274
"cg08889843","chr19",56048518
"cg20980321","chr6",32144667
"cg02713669","chr2",109746691
"cg17924225","chr5",172030564
"cg05498866","chr8",22018549
"cg24003560","chr1",220863347
"cg26228746","chr10",13276279
"cg11566975","chr3",49170849
"cg19211931","chr2",115419537
"cg13672871","chr13",27317381
"cg05077231","chr13",49793054
"cg10754705","chr8",22085381
"cg24122922","chr20",24449392
"cg20652899","chr11",117747940
"cg02109484","chr2",74875253
"cg20089744","chr3",128372087
"cg14607660","chr9",36738765
"cg25112202","chr3",72704468
"cg27309611","chr5",132113725
"cg12945707","chr6",33132241
"cg16807687","chr10",85974018
"cg05051606","chr16",22103855
"cg23362884","chr10",112404974
"cg18331412","chr5",135364986
"cg07655487","chr11",66849820
"cg14910288","chr18",10033220
"cg14809332","chr8",144654887
"cg01124539","chr9",132312108
"cg18754388","chr6",33132637
"cg03366850","chr7",28998595
"cg17265358","chr4",781272
"cg24479859","chr13",113099903
"cg15263021","chr11",61273282
"cg16574155","chr1",27287468
"cg11004890","chr20",3218500
"cg00761968","chr13",53314142
"cg03070187","chr19",6739184
"cg05098551","chr2",179344725
"cg23819145","chr2",24583953
"cg09263059","chr17",43065876
"cg26679004","chr10",88023135
"cg14663607","chr2",219754816
"cg19645256","chr17",1202252
"cg08533674","chr1",46993347
